도서명,저자명,출판사명,출간일,분야,정가,쪽수,월
기억. 1(양장본 HardCover),베르나르 베르베르,열린책들,20200530,소설,14800,400,9
부의 인문학,브라운스톤,오픈마인드,20191004,경제/경영,15000,294,9
그림의 힘(리커버 에디션),김선현,에이트포인트,20200715,자기계발,19800,336,9
지적 대화를 위한 넓고 얕은 지식. 1,채사장,웨일북(whalebooks),20200205,인문,16000,388,9
완전학습 바이블,임작가,다산에듀,20200818,가정/육아,17000,324,9
오후의 이자벨,더글라스 케네디,밝은세상,20200805,소설,15000,448,9
Go Go 카카오프렌즈. 16: 베트남,김미영,아울북,20200923,어린이(초등),12000,176,9
투자의 태도,곽상준(증시각도기),위너스북,20200825,경제/경영,17000,296,9
해커스 토익 LC 리스닝(Listening)(개정판 8판),David Cho,해커스어학연구소,20200318,외국어,18800,626,9
장군이네 떡집(만복이네 떡집 2)(난 책읽기가 좋아 시리즈)(양장본 HardCover),김리리,비룡소,20200429,어린이(초등),9500,84,9
지리의 힘,팀 마샬,사이,20160810,정치/사회,17000,368,9
"엄마, 주식 사주세요(리커버 에디션)(양장본 HardCover)",존 리,한국경제신문,20200528,경제/경영,15000,231,9
이기적 유전자(40주년 기념판),리처드 도킨스,을유문화사,20181020,과학,20000,632,9
"다시, 수학이 필요한 순간(양장본 HardCover)",김민형,인플루엔셜,20200812,과학,18800,448,9
이유가 많으니 그냥이라고 할 수밖에,을냥이,스튜디오오드리,20200423,시/에세이,13500,188,9
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주,지혜,20201130,시/에세이,10000,184,9
저는 주식투자가 처음인데요: 기본편(2020),강병욱,한빛비즈,20200106,경제/경영,16500,424,9
30개 도시로 읽는 세계사,조 지무쇼,다산북스,20200706,역사/문화,16800,360,9
룬샷,사피 바칼,흐름출판,20200427,경제/경영,18000,468,9
공간이 만든 공간,유현준,을유문화사,20200501,인문,16500,416,9
멋진 신세계,올더스 헉슬리,소담출판사,20150612,소설,13800,400,9
돈 버는 80가지 습관(잘 벌고 잘 쓰고 잘 관리하는),무천강,리드리드출판,20200910,경제/경영,15800,384,9
설민석의 조선왕조실록,설민석,세계사,20160720,역사/문화,22000,504,9
나미야 잡화점의 기적(땡큐 에디션)(양장본 HardCover),히가시노 게이고,현대문학,20201219,소설,14800,456,9
여름의 빌라,백수린,문학동네,20200707,소설,13500,292,9
빅체인지: 코로나19 이후 미래 시나리오(양장본 HardCover),최윤식,김영사,20200708,경제/경영,16800,290,9
봉제인형 살인사건,다니엘 콜,북플라자,20171020,소설,15000,400,9
미국주식이 답이다 2021,이항영,예문,20200810,경제/경영,16800,272,9
설민석의 한국사 대모험. 14,설민석,아이휴먼,20200708,어린이(초등),12000,200,9
검찰개혁과 촛불시민,조국백서추진위원회,오마이북,20200805,정치/사회,25000,560,9
킵고잉(Keep Going),주언규,21세기북스,20200724,경제/경영,17000,252,9
팩트풀니스(양장본 HardCover),한스 로슬링,김영사,20190310,인문,19800,474,9
정의란 무엇인가(마이클 샌델),마이클 샌델,와이즈베리,20141120,인문,15000,443,9
더 시스템(The System),스콧 애덤스,베리북,20200717,자기계발,16000,384,9
초집중,니르 이얄,안드로메디안,20200722,자기계발,16800,324,9
대한민국 상가투자 지도(1일 매출로 보는),김종율,한국경제신문,20200914,경제/경영,19000,336,9
열혈강호. 81,전극진,대원씨아이,20200806,만화,4500,192,9
아는 만큼 당첨되는 청약의 기술,열정로즈(정숙희),길벗,20200902,경제/경영,18000,440,9
당신이 옳다(40만 부 기념 '한 사람' 리커버),정혜신,해냄출판사,20181010,인문,15800,316,9
구름빵(양장본 HardCover),백희나,한솔수북,20191205,유아(0~7세),13000,36,9
좀비고등학교 코믹스. 20,유대영,겜툰,20200827,어린이(초등),9800,160,9
소원 떡집(만복이네 떡집 3)(난 책읽기가 좋아 시리즈)(양장본 HardCover),김리리,비룡소,20200429,어린이(초등),9500,84,9
내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),김상현,필름(Feelm),20200116,시/에세이,15000,252,9
현명한 투자자(개정판 4판),벤저민 그레이엄,국일증권경제연구소,20200526,경제/경영,23000,432,9
관계에도 연습이 필요합니다,박상미,웅진지식하우스,20200915,자기계발,16000,296,9
비전공자를 위한 이해할 수 있는 IT 지식,최원영,티더블유아이지,20200714,컴퓨터/IT,16800,240,9
투자의 모험(양장본 HardCover),스티븐 슈워츠먼,비즈니스북스,20200819,경제/경영,28000,632,9
나는 왜 네 말이 힘들까,박재연,한빛라이프,20200701,인문,16800,368,9
두 번째 지구는 없다,타일러 라쉬,알에이치코리아,20200715,정치/사회,14000,208,9
내일은 실험왕. 50: 빅뱅 우주론,스토리 a.,아이세움,20200825,어린이(초등),12800,180,9
돌이킬 수 없는 약속,야쿠마루 가쿠,북플라자,20170202,소설,15000,380,9
강남 사장님(일공일삼 30),이지음,비룡소,20200717,어린이(초등),11000,148,9
레이건 일레븐,폴 켄고르,열아홉,20200822,정치/사회,16000,280,9
주식 공부 5일 완성(마흔 살에 시작하는),박민수,한국경제신문i,20180928,경제/경영,18000,336,9
주가 급등 사유 없음,장지웅,이상미디랩(이상미디어(주)),20200717,경제/경영,20000,332,9
만복이네 떡집(난 책읽기가 좋아 3단계 54),김리리,비룡소,20100528,어린이(초등),9500,52,9
"안녕, 앤(더모던 감성클래식 6)(양장본 HardCover)",버지 윌슨,더모던,20200801,소설,16800,624,9
열두 살에 부자가 된 키라(꿈을 이루게 도와주는 자기경영 동화 1)(양장본 HardCover),보도 섀퍼,을파소,20141023,어린이(초등),13000,245,9
1cm 다이빙,태수,피카(FIKA),20200121,시/에세이,13500,248,9
설민석의 만만 한국사. 1: 선사 시대부터 삼국 시대까지,설민석,아이세움,20200826,어린이(초등),12000,196,9
해커스 토익 스타트 리딩(Reading) RC(개정판 4판),David Cho,해커스어학연구소,20200220,외국어,14900,580,9
주린이도 술술 읽는 친절한 주식책,최정희,메이트북스,20200901,경제/경영,15000,308,9
"안녕, 소중한 사람",정한경,북로망스,20200916,시/에세이,15000,336,9
귀멸의 칼날. 20,고토게 코요하루,학산문화사,20200924,만화,5000,192,9
임신 출산 육아 대백과(2020~2021)(개정판),삼성출판사 편집부,삼성출판사,20200731,가정/육아,19500,406,9
영원의 사자들. 1,정은궐,파란미디어,20200922,소설,15000,476,9
하이큐!!. 43,Haruichi Furudate,대원씨아이,20200930,만화,5000,208,9
승화(양장본 HardCover),배철현,21세기북스,20200901,인문,17000,308,9
연년세세(양장본 HardCover),황정은,창비,20200918,소설,14500,188,9
언어의 온도(170만부 기념 에디션),이기주,말글터,20160819,시/에세이,13800,308,9
녹나무의 파수꾼(양장본 HardCover),히가시노 게이고,소미미디어,20200317,소설,17800,556,9
가자! 파뿌리. 1,파뿌리 (원작),베가북스,20200909,어린이(초등),11800,204,9
체리새우: 비밀글입니다(문학동네청소년 42),황영미,문학동네,20190128,소설,11500,200,9
프리즘,손원평,은행나무,20200915,소설,13500,268,9
천 개의 파랑,천선란,허블,20200819,소설,14000,376,9
만화 주식투자 무작정 따라하기(개정판),이금희,길벗,20170820,경제/경영,14500,336,9
감정의 발견,마크 브래킷,북라이프,20200902,자기계발,16800,408,9
박막례시피,박막례,미디어창비,20200915,요리,17500,176,9
수학이 필요한 순간(양장본 HardCover),김민형,인플루엔셜,20180803,과학,15800,328,9
에그박사. 1(양장본 HardCover),에그박사 (원작),아이세움,20200723,어린이(초등),12000,152,9
피프티 피플,정세랑,창비,20161121,소설,14000,396,9
선량한 차별주의자,김지혜,창비,20190717,정치/사회,15000,244,9
페인트(창비청소년문학 89),이희영,창비,20190419,소설,12000,206,9
지쳤거나 좋아하는 게 없거나,글배우,강한별,20190904,시/에세이,13500,248,9
혼자 공부하는 파이썬,윤인성,한빛미디어,20190610,컴퓨터/IT,18000,460,9
제11회 젊은작가상 수상작품집(2020),강화길,문학동네,20200803,소설,5500,312,9
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),해커스 오픽연구소,해커스,20191202,외국어,15900,321,9
정재승의 인간탐구보고서. 4: 사춘기 땐 우리 모두 외계인(어린이를 위한 뇌과학 프로젝트)(양장본 HardCov,정재승 (기획),아울북,20200818,어린이(초등),14000,164,9
돈과 사람을 끌어당기는 부자의 말센스,김주하,위즈덤하우스,20200429,자기계발,15000,276,9
장수탕 선녀님(책 읽는 곰 7)(양장본 HardCover),백희나,책읽는곰,20120824,유아(0~7세),11000,44,9
미라클모닝,할 엘로드,한빛비즈,20160222,자기계발,12000,240,9
책 좀 빌려줄래?(양장본 HardCover),그랜트 스나이더,윌북,20200710,시/에세이,14800,128,9
아주 작은 습관의 힘,제임스 클리어,비즈니스북스,20190226,자기계발,16000,360,9
해커스 토익 700+ LC+RC(한 권으로 끝내는),해커스 어학연구소,해커스어학연구소,20200417,외국어,19500,596,9
코로나 이후 불황을 이기는 커리어 전략,제이슨 솅커,미디어숲,20200930,경제/경영,14800,224,9
나 혼자만 레벨업. 3(만화)(디앤씨웹툰비즈),장성락 (REDICE STUDIO),디앤씨웹툰비즈,20200827,만화,14500,316,9
필라테스 바이블(조셉 필라테스의),조셉 필라테스,판미동,20200902,건강,22000,292,9
영어 회화의 결정적 단어들,서영조,사람in,20200306,외국어,15000,320,9
지적 대화를 위한 넓고 얕은 지식. 2,채사장,웨일북(whalebooks),20200205,인문,16000,334,9
12가지 인생의 법칙(30만부 기념 리커버 에디션),조던 B. 피터슨,메이븐,20181030,인문,16800,552,9
백만장자 시크릿,하브 에커,알에이치코리아,20200713,경제/경영,16000,268,9
멀쩡한 어른 되긴 글렀군,최고운,위즈덤하우스,20200915,시/에세이,15800,294,9
내가 원하는 것을 나도 모를 때,전승환,다산초당,20200108,인문,16000,320,9
역사의 쓸모,최태성,다산초당,20191122,인문,15000,296,9
데미안(세계문학전집 44),헤르만 헤세,민음사,20090120,소설,8000,240,9
스토너(초판본)(양장본 HardCover),존 윌리엄스,알에이치코리아,20200624,소설,15000,396,9
백종원이 추천하는 집밥 메뉴(애장판),백종원,서울문화사,20200807,요리,32000,576,9
푸른 사자 와니니(창비아동문고 280),이현,창비,20190129,어린이(초등),10800,216,9
소설 보다: 가을 2020,서장원,문학과지성사,20200909,소설,3500,164,9
Do it! 점프 투 파이썬,박응용,이지스퍼블리싱,20190620,컴퓨터/IT,18800,360,9
내 인생의 첫 주식 공부,백영,메이트북스,20200701,경제/경영,17500,452,9
하루 10분 인문학,이준형,나무의철학,20200910,인문,18000,376,9
해커스 토익 스타트 리스닝(Listening) LC(개정판 4판),David Cho,해커스어학연구소,20200309,외국어,14900,572,9
아홉 살 마음 사전,박성우,창비,20170310,어린이(초등),11000,168,9
내러티브 & 넘버스,애스워드 다모다란,한빛비즈,20200520,경제/경영,18000,464,9
"돈, 뜨겁게 사랑하고 차갑게 다루어라(코스톨라니 투자총서 1)",앙드레 코스톨라니,미래의창,20150930,경제/경영,12000,304,9
쓰담쓰닮 로마서,"햇살콩(김나단, 김연선)",규장,20200909,종교,8000,128,9
적당히 가까운 사이(스노볼 에디션),댄싱스네일,허밍버드,20200625,시/에세이,14500,256,9
나를 사랑하는 연습,정영욱,부크럼,20200102,자기계발,14000,266,9
그리스 로마 신화. 18: 아르고호 원정대의 용감한 모험(양장본 HardCover),박시연,아울북,20200819,어린이(초등),12000,196,9
달러구트 꿈 백화점,이미예,팩토리나인,20200708,소설,13800,300,10
트렌드 코리아 2021,김난도,미래의창,20201013,경제/경영,18000,400,10
보건교사 안은영(특별판)(양장본 HardCover),정세랑,민음사,20200911,소설,14000,296,10
흔한남매. 6,흔한남매 (원작),아이세움,20201015,어린이(초등),12000,180,10
폴리매스,와카스 아메드,안드로메디안,20200929,자기계발,18800,468,10
돈의 속성(100쇄 기념 에디션),김승호,스노우폭스북스,20200615,경제/경영,16800,283,10
아몬드(양장본 HardCover),손원평,창비,20170331,소설,12000,263,10
나의 하루는 4시 30분에 시작된다,김유진,토네이도,20201020,자기계발,15000,256,10
마음챙김의 시,류시화 (엮음),수오서재,20200917,시/에세이,13000,184,10
그 환자,재스퍼 드윗,시월이일,20200812,소설,14000,280,10
설민석의 한국사 대모험. 15,설민석,아이휴먼,20201026,어린이(초등),12000,204,10
존리의 금융문맹 탈출,존 리,베가북스,20201012,경제/경영,16000,248,10
주식투자 무작정 따라하기(2020)(개정판),윤재수,길벗,20200110,경제/경영,18000,420,10
규칙 없음,리드 헤이스팅스,알에이치코리아,20200908,경제/경영,25000,468,10
만남은 지겹고 이별은 지쳤다,색과 체,떠오름,20200623,시/에세이,13800,240,10
이토록 공부가 재미있어지는 순간(10만 부 기념 스페셜 에디션),박성혁,다산북스,20200727,시/에세이,15000,348,10
죽은 자의 집 청소(양장본 HardCover),김완,김영사,20200530,시/에세이,13800,252,10
어떻게 말해줘야 할까,오은영,김영사,20201025,가정/육아,17500,400,10
매우 예민한 사람들을 위한 책,전홍진,글항아리,20200723,인문,18000,388,10
아비투스,도리스 메르틴,다산초당,20200803,인문,18000,367,10
"안녕, 소중한 사람",정한경,북로망스,20200916,시/에세이,15000,336,10
존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,지식노마드,20200115,경제/경영,15000,216,10
킹 세종 더 그레이트,조 메노스키,핏북,20201009,소설,14000,365,10
더 해빙(The Having)(40만부 기념 리커버 에디션)(양장본 HardCover),이서윤,수오서재,20200301,자기계발,16000,344,10
두 번째 산,데이비드 브룩스,부키,20200924,인문,22000,600,10
그림의 힘(리커버 에디션),김선현,에이트포인트,20200715,자기계발,19800,336,10
노자가 옳았다(양장본 HardCover),김용옥,통나무,20201009,인문,27000,504,10
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),David Cho,해커스어학연구소,20200305,외국어,12900,566,10
기분이 태도가 되지 않게,레몬심리,갤리온,20200630,자기계발,14000,196,10
괜찮지 않은데 괜찮은 척했다,글배우,강한별,20200723,시/에세이,13500,192,10
흔한남매의 흔한 호기심. 1,흔한남매 (원작),아이세움,20200903,어린이(초등),12000,164,10
공부란 무엇인가,김영민,어크로스,20200826,인문,16000,272,10
한번도 경험해보지 못한 나라,강양구,천년의상상,20200825,정치/사회,17800,340,10
해커스 토익 RC 리딩(Reading)(개정판 8판),David Cho,해커스어학연구소,20200302,외국어,18800,800,10
초격차: 리더의 질문(양장본 HardCover),권오현,쌤앤파커스,20200910,경제/경영,18000,296,10
심판(양장본 HardCover),베르나르 베르베르,열린책들,20200905,소설,12800,224,10
하버드 상위 1퍼센트의 비밀,정주영,한국경제신문,20181017,자기계발,16000,324,10
원피스. 97,Eiichiro Oda,대원씨아이,20200924,만화,5000,192,10
김미경의 리부트,김미경,웅진지식하우스,20200701,자기계발,16000,276,10
좌파 고양이를 부탁해(걷는사람 에세이 7),김봄,걷는사람,20200810,시/에세이,13000,176,10
살고 싶다는 농담(양장본 HardCover),허지웅,웅진지식하우스,20200812,시/에세이,16000,276,10
철학의 숲,브렌던 오도너휴,포레스트북스,20200826,인문,16000,316,10
Go Go 카카오프렌즈. 16: 베트남,김미영,아울북,20200923,어린이(초등),12000,176,10
말장난,유병재,아르테(arte),20201028,시/에세이,16000,220,10
세계미래보고서 2035-2055,박영숙,교보문고,20200605,경제/경영,22000,592,10
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),헤르만 헤세,더스토리,20171030,소설,12000,248,10
흔한남매 안 흔한 일기. 3(양장본 HardCover),흔한남매 (원작),아이세움,20200925,어린이(초등),12000,136,10
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽,허블,20190624,소설,14000,330,10
부의 대이동,오건영,페이지2북스,20200723,경제/경영,17000,356,10
마법천자문. 49: 마주 보는 그림자! 그림자 영,유대영,아울북,20200916,어린이(초등),12000,164,10
월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),피터 린치,국일증권경제연구소,20170417,경제/경영,23000,488,10
데일 카네기 인간관계론,데일 카네기,현대지성,20191007,자기계발,11500,352,10
세계미래보고서 2021(포스트 코로나 특별판),박영숙,비즈니스북스,20201022,경제/경영,17800,372,10
어른의 어휘력,유선경,앤의서재,20200815,인문,16500,344,10
부의 인문학,브라운스톤,오픈마인드,20191004,경제/경영,15000,294,10
부의 추월차선,엠제이 드마코,토트,20130820,경제/경영,15000,392,10
상관없는 거 아닌가?,장기하,문학동네,20200911,시/에세이,14500,264,10
대재앙 시대 생존 전략: 황장수 서민 포퓰리즘 15조(서포 15조),황장수,미래사,20201017,정치/사회,16000,272,10
"시선으로부터,",정세랑,문학동네,20200605,소설,14000,340,10
읽기만 하면 내 것이 되는 1페이지 미술 365,김영숙,비에이블,20200925,예술/대중문화,18500,392,10
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),로버트 기요사키,민음인,20180222,경제/경영,15800,448,10
걸어 다니는 어원 사전,마크 포사이스,윌북,20200907,인문,16800,388,10
이상한 과자 가게 전천당. 8,히로시마 레이코,길벗스쿨,20200907,어린이(초등),12000,192,10
사피엔스,유발 하라리,김영사,20151124,인문,22000,636,10
코스모스(보급판),칼 세이건,사이언스북스,20100120,과학,18500,719,10
복자에게,김금희,문학동네,20200909,소설,14000,244,10
성숙한 어른이 갖춰야 할 좋은 심리 습관,류쉬안,다연,20200511,자기계발,15000,280,10
프리즘,손원평,은행나무,20200915,소설,13500,268,10
애쓰지 않고 편안하게(스노우볼 에디션),김수현,놀,20200514,시/에세이,15000,296,10
방구석 미술관,조원재,블랙피쉬,20200505,예술/대중문화,16800,344,10
끌리는 말투에는 비밀이 있다(10만 부 기념한정판 리커버 에디션)(양장본 HardCover),장차오,미디어숲,20201110,자기계발,15800,240,10
내가 예민한게 아니라 네가 너무한 거야,유은정,성안당,20200914,자기계발,15000,256,10
에이트 씽크(양장본 HardCover),이지성,차이정원,20200915,자기계발,19800,444,10
지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,웨일북(whalebooks),20191224,인문,19800,556,10
나는 나로 살기로 했다,김수현,마음의숲,20200316,시/에세이,13800,288,10
딱 이만큼 영어 회화,김영익,다산북스,20200909,외국어,16000,340,10
지리의 힘,팀 마샬,사이,20160810,정치/사회,17000,368,10
총 균 쇠,재레드 다이아몬드,문학사상,20051219,역사/문화,28000,751,10
보통의 언어들(나를 숨 쉬게 하는)(양장본 HardCover),김이나,위즈덤하우스,20200527,시/에세이,14500,268,10
브람스를 좋아하세요(세계문학전집 179),프랑수아즈 사강,민음사,20080502,소설,7500,160,10
운의 힘,박성준,소미미디어,20200924,자기계발,16200,288,10
노화의 종말,데이비드 A. 싱클레어,부키,20200730,인문,22000,624,10
하루만 네가 되고 싶어. 1,삼,문학동네,20201104,만화,15000,288,10
그럼에도 불구하고,공지영,위즈덤하우스,20201019,시/에세이,15000,328,10
설민석의 조선왕조실록,설민석,세계사,20160720,역사/문화,22000,504,10
이기적 유전자(40주년 기념판),리처드 도킨스,을유문화사,20181020,과학,20000,632,10
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,20200110,경제/경영,19800,360,10
주식투자가 뭐예요?,이정복,별하,20201005,경제/경영,19000,252,10
공자의 마지막 공부,김승호,다산초당,20200929,인문,16000,300,10
타이탄의 도구들(리커버 에디션),팀 페리스,토네이도,20200309,자기계발,15000,367,10
알사탕(그림책이 참 좋아 39)(양장본 HardCover),백희나,책읽는곰,20170325,유아(0~7세),12000,48,10
귀멸의 칼날. 20,고토게 코요하루,학산문화사,20200924,만화,5000,192,10
모든 사람에게 좋은 사람일 필요는 없어,김유은,좋은북스,20190927,시/에세이,13800,286,10
봉제인형 살인사건,다니엘 콜,북플라자,20171020,소설,15000,400,10
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주,지혜,20201130,시/에세이,10000,184,10
현명한 투자자(개정판 4판),벤저민 그레이엄,국일증권경제연구소,20200526,경제/경영,23000,432,10
해커스 토익 LC 리스닝(Listening)(개정판 8판),David Cho,해커스어학연구소,20200318,외국어,18800,626,10
대한민국 상가투자 지도(1일 매출로 보는),김종율,한국경제신문,20200914,경제/경영,19000,336,10
페스트(세계문학전집 267),알베르 카뮈,민음사,20110403,소설,13000,508,10
동급생(양장본 HardCover),프레드 울만,열린책들,20170210,소설,10800,160,10
리더라면 정조처럼,김준혁,더봄,20200620,역사/문화,18000,368,10
미움받을 용기,기시미 이치로,인플루엔셜,20141117,인문,14900,336,10
팩트풀니스(양장본 HardCover),한스 로슬링,김영사,20190310,인문,19800,474,10
부지런한 사랑(양장본 HardCover),이슬아,문학동네,20201021,시/에세이,16000,284,10
당신의 인생을 정리해드립니다,이지영,쌤앤파커스,20201008,취미/실용/스포츠,15000,240,10
밍꼬발랄 공소시효. 1(양장본 HardCover),밍꼬발랄 (원작),겜툰,20200921,어린이(초등),12000,164,10
코로나 이후의 세계,제이슨 솅커,미디어숲,20200530,경제/경영,14800,200,10
열두 살에 부자가 된 키라(꿈을 이루게 도와주는 자기경영 동화 1)(양장본 HardCover),보도 섀퍼,을파소,20141023,어린이(초등),13000,245,10
고양이를 버리다,무라카미 하루키,비채,20201016,시/에세이,13500,102,10
멋진 신세계,올더스 헉슬리,소담출판사,20150612,소설,13800,400,10
어린이 명심보감(읽으면서 바로 써먹는)(맛있는 공부 33),한날,파란정원,20200915,어린이(초등),12000,224,10
코로나 사피엔스(양장본 HardCover),최재천,인플루엔셜,20200610,인문,15000,200,10
지적 대화를 위한 넓고 얕은 지식. 1,채사장,웨일북(whalebooks),20200205,인문,16000,388,10
아는 만큼 당첨되는 청약의 기술,열정로즈(정숙희),길벗,20200902,경제/경영,18000,440,10
"나는 풍요로웠고, 지구는 달라졌다",호프 자런,김영사,20200904,과학,15500,276,10
나미야 잡화점의 기적(땡큐 에디션)(양장본 HardCover),히가시노 게이고,현대문학,20201219,소설,14800,456,10
이유가 많으니 그냥이라고 할 수밖에,을냥이,스튜디오오드리,20200423,시/에세이,13500,188,10
30개 도시로 읽는 세계사,조 지무쇼,다산북스,20200706,역사/문화,16800,360,10
아홉 살 마음 사전,박성우,창비,20170310,어린이(초등),11000,168,10
비전공자를 위한 이해할 수 있는 IT 지식,최원영,티더블유아이지,20200714,컴퓨터/IT,16800,240,10
임신 출산 육아 대백과(2020~2021)(개정판),삼성출판사 편집부,삼성출판사,20200731,가정/육아,19500,406,10
설민석의 세계사 대모험. 6,설민석,단꿈아이,20200815,어린이(초등),12000,232,10
내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),김상현,필름(Feelm),20200116,시/에세이,15000,252,10
관계에도 연습이 필요합니다,박상미,웅진지식하우스,20200915,자기계발,16000,296,10
트바로티 김호중,김호중,스튜디오오드리,20200814,시/에세이,17000,268,10
에그박사. 1(양장본 HardCover),에그박사 (원작),아이세움,20200723,어린이(초등),12000,152,10
CHANGE 9(체인지 나인),최재붕,쌤앤파커스,20200820,경제/경영,16800,332,10
김승옥문학상 수상작품집(2020),김금희 외,문학동네,20200928,소설,10000,312,10
좋은 사람에게만 좋은 사람이면 돼,김재식,위즈덤하우스,20200901,시/에세이,14800,276,10
강남 사장님(일공일삼 30),이지음,비룡소,20200717,어린이(초등),11000,148,10
못 참는 아이 욱하는 부모,오은영,코리아닷컴,20160515,가정/육아,16800,344,10
돌이킬 수 없는 약속,야쿠마루 가쿠,북플라자,20170202,소설,15000,380,10
무엇을 위해 살죠?(양장본 HardCover),박진영,은행나무,20200815,시/에세이,15000,312,10
12가지 인생의 법칙(30만부 기념 리커버 에디션),조던 B. 피터슨,메이븐,20181030,인문,16800,552,10
지금 팔리는 것들의 비밀,최명화,리더스북,20201012,경제/경영,16000,244,10
선물(스페셜 에디션)(양장본 HardCover),스펜서 존슨,알에이치코리아,20200921,자기계발,13000,152,10
승화(양장본 HardCover),배철현,21세기북스,20200901,인문,17000,308,10
하루 10분 인문학,이준형,나무의철학,20200910,인문,18000,376,10
백종원이 추천하는 집밥 메뉴(애장판),백종원,서울문화사,20200807,요리,32000,576,10
선량한 차별주의자,김지혜,창비,20190717,정치/사회,15000,244,10
피프티 피플,정세랑,창비,20161121,소설,14000,396,10
"라틴어 수업(서울국제도서전 다시, 이책 리커버판)(지적이고 아름다운 삶을 위한)",한동일,흐름출판,20190429,인문,15000,312,10
당신이 옳다(40만 부 기념 '한 사람' 리커버),정혜신,해냄출판사,20181010,인문,15800,316,10
정의란 무엇인가(마이클 샌델),마이클 샌델,와이즈베리,20141120,인문,15000,443,10
명랑한 은둔자,캐럴라인 냅,바다출판사,20200904,시/에세이,16000,344,10
터틀 트레이딩,차영주,페이지2북스,20201012,경제/경영,16000,260,10
사장을 위한 회계(CEO의 서재 27),야스모토 다카하루,센시오,20201019,경제/경영,16000,240,10
어린이 수수께끼(읽으면서 바로 써먹는)(맛있는 공부 31),한날,파란정원,20200520,어린이(초등),12000,256,10
아인슈타인이 괴델과 함께 걸을 때(양장본 HardCover),짐 홀트,소소의책,20200515,과학,27000,508,10
장군이네 떡집(만복이네 떡집 2)(난 책읽기가 좋아 시리즈)(양장본 HardCover),김리리,비룡소,20200429,어린이(초등),9500,84,10
공간이 만든 공간,유현준,을유문화사,20200501,인문,16500,416,10
해커스 토익 스타트 리딩(Reading) RC(개정판 4판),David Cho,해커스어학연구소,20200220,외국어,14900,580,10
그리스 로마 신화. 19: 스핑크스를 물리친 오이디푸스의 지혜(만화로 읽는 초등 인문학)(양장본 HardCover),박시연,아울북,20201021,어린이(초등),12000,196,10
체리새우: 비밀글입니다(문학동네청소년 42),황영미,문학동네,20190128,소설,11500,200,10
인생의 태도(양장본 HardCover),웨인 다이어,더퀘스트,20200619,인문,16000,260,10
딸은 엄마의 감정을 먹고 자란다,박우란,유노라이프,20200720,인문,15000,288,10
주린이도 술술 읽는 친절한 주식책,최정희,메이트북스,20200901,경제/경영,15000,308,10
인소의 법칙. 2(디앤씨웹툰비즈),아현 (만화),디앤씨웹툰비즈,20201020,만화,14000,280,10
"엄마, 주식 사주세요(리커버 에디션)(양장본 HardCover)",존 리,한국경제신문,20200528,경제/경영,15000,231,10
킵고잉(Keep Going),주언규,21세기북스,20200724,경제/경영,17000,252,10
언어의 온도(170만부 기념 에디션),이기주,말글터,20160819,시/에세이,13800,308,10
달 샤베트(그림책이 참 좋아 19),백희나,책읽는곰,20140610,유아(0~7세),12000,32,10
아주 작은 습관의 힘,제임스 클리어,비즈니스북스,20190226,자기계발,16000,360,10
소원 떡집(만복이네 떡집 3)(난 책읽기가 좋아 시리즈)(양장본 HardCover),김리리,비룡소,20200429,어린이(초등),9500,84,10
지극히 사적인 그녀들의 책 읽기,손문숙,힘찬북스,20200928,자기계발,14800,236,10
데미안(세계문학전집 44),헤르만 헤세,민음사,20090120,소설,8000,240,10
오리진,루이스 다트넬,흐름출판,20200920,과학,20000,392,10
저는 주식투자가 처음인데요: 기본편(2020),강병욱,한빛비즈,20200106,경제/경영,16500,424,10
모바일 미래보고서 2021,커넥팅랩,비즈니스북스,20200923,경제/경영,16800,328,10
백년 허리,정선근,사이언스북스,20151231,건강,17500,340,10
주식 공부 5일 완성(마흔 살에 시작하는),박민수,한국경제신문i,20180928,경제/경영,18000,336,10
기억. 1(양장본 HardCover),베르나르 베르베르,열린책들,20200530,소설,14800,400,10
여름의 빌라,백수린,문학동네,20200707,소설,13500,292,10
이별이 오늘 만나자고 한다(문학동네시인선 145),이병률,문학동네,20200901,시/에세이,10000,144,10
스토너(초판본)(양장본 HardCover),존 윌리엄스,알에이치코리아,20200624,소설,15000,396,10
가만히 부르는 이름(양장본 HardCover),임경선,한겨레출판사,20201012,소설,14000,220,10
룬샷,사피 바칼,흐름출판,20200427,경제/경영,18000,468,10
모두에게 사랑받을 필요는 없다,웨인 다이어,스몰빅라이프,20201019,자기계발,16000,304,10
